member_id,member_name,city,credit_score,account_status,late_payment_count,missed_payment_count,total_amount_past_due,total_payments,delinquency_rate,risk_score,risk_tier
MBR-000736,Deborah Ramirez,Weatherford,717.0,Active,16,6,9262.48,40,40.0,38.6,Moderate Risk
MBR-000737,Amanda Lewis,Euless,700.0,Active,8,2,2001.34,17,47.1,16.3,Low Risk
MBR-000738,James Nguyen,Grapevine,758.0,Active,16,2,753.04,57,28.1,22.9,Low Risk
MBR-000739,Eric King,Haltom City,813.0,Active,13,4,3770.57,36,36.1,26.6,Moderate Risk
MBR-000740,Eric Moore,White Settlement,761.0,Active,14,6,13343.64,36,38.9,39.0,Moderate Risk
MBR-000741,Susan Anderson,Weatherford,532.0,Active,23,5,4923.360000000001,71,32.4,40.9,Moderate Risk
MBR-000743,Amanda Garcia,Dallas,630.0,Active,10,2,1729.64,29,34.5,17.2,Low Risk
MBR-000744,Eric Lee,Watauga,682.0,Active,3,0,0.0,9,33.3,3.3,Low Risk
MBR-000746,Timothy Green,Mansfield,621.0,Active,13,5,20158.55,41,31.7,39.7,Moderate Risk
MBR-000747,Emily Miller,Denton,694.0,Active,6,2,855.6,31,19.4,10.4,Low Risk
MBR-000749,Edward Sanchez,Hurst,631.0,Active,21,8,7345.07,68,30.9,46.5,Moderate Risk
MBR-000750,Anthony Roberts,Denton,567.0,Active,9,5,5212.83,27,33.3,24.7,Low Risk
MBR-000751,Stephen Jones,Arlington,606.0,Active,8,2,2359.62,31,25.8,14.4,Low Risk
MBR-000752,Ashley Smith,Fort Worth,571.0,Active,14,7,6535.24,45,31.1,35.6,Moderate Risk
MBR-000753,Jessica Harris,Bedford,601.0,Active,10,2,1418.6499999999999,37,27.0,16.2,Low Risk
MBR-000755,Timothy Jackson,Dallas,604.0,Active,5,0,0.0,15,33.3,5.7,Low Risk
MBR-000756,Anna Rivera,Euless,850.0,Active,7,1,36.55,23,30.4,9.9,Low Risk
MBR-000757,Brenda Hernandez,North Richland Hills,719.0,Active,7,2,1627.64,20,35.0,13.6,Low Risk
MBR-000759,Angela Scott,Denton,611.0,Active,6,3,5071.2,26,23.1,15.8,Low Risk
MBR-000760,Lisa Green,North Richland Hills,736.0,Active,15,4,5477.24,54,27.8,29.3,Moderate Risk
MBR-000762,Sarah Hernandez,North Richland Hills,689.0,Active,13,8,22602.75,33,39.4,48.6,Moderate Risk
MBR-000763,Linda Flores,White Settlement,850.0,Active,13,4,2033.8899999999999,39,33.3,25.1,Moderate Risk
MBR-000764,Stephanie Taylor,Watauga,672.0,Active,18,8,2083.61,41,43.9,40.6,Moderate Risk
MBR-000766,James Lee,Arlington,623.0,Active,7,2,539.58,32,21.9,11.6,Low Risk
MBR-000768,Sharon Adams,Granbury,821.0,Active,12,3,3151.3599999999997,52,23.1,21.5,Low Risk
MBR-000769,Mary Gonzalez,Grapevine,629.0,Active,3,1,450.12,15,20.0,4.5,Low Risk
MBR-000770,Ronald Williams,Burleson,824.0,Active,12,5,4093.66,51,23.5,26.5,Moderate Risk
MBR-000774,Donna Moore,Grapevine,757.0,Active,22,9,25048.489999999998,78,28.2,61.9,High Risk
MBR-000776,Edward Anderson,Burleson,554.0,Active,11,4,1187.56,40,27.5,21.6,Low Risk
MBR-000779,John Lee,Grapevine,674.0,Active,3,3,5010.39,11,27.3,12.7,Low Risk
MBR-000780,Robert Lewis,Euless,729.0,Active,11,5,5849.51,53,20.8,26.3,Moderate Risk
MBR-000781,Sandra Carter,Denton,694.0,Active,11,2,1540.51,30,36.7,18.4,Low Risk
MBR-000782,Larry Carter,Weatherford,573.0,Active,16,5,8242.44,38,42.1,36.0,Moderate Risk
MBR-000783,Daniel Martin,Dallas,,Active,17,8,3448.62,41,41.5,40.2,Moderate Risk
MBR-000784,Stephen Baker,Cleburne,728.0,Active,11,4,4032.62,51,21.6,23.0,Low Risk
MBR-000785,Andrew Baker,White Settlement,724.0,Active,9,3,5755.98,41,22.0,19.7,Low Risk
MBR-000787,John Taylor,Granbury,746.0,Active,15,2,5333.69,45,33.3,25.5,Moderate Risk
MBR-000788,Nicholas Harris,Fort Worth,716.0,Active,10,4,20000.0,43,23.3,33.1,Moderate Risk
MBR-000790,Angela Flores,Hurst,547.0,Active,4,0,0.0,9,44.4,5.6,Low Risk
MBR-000791,Patricia Wright,Granbury,714.0,Active,8,3,2990.84,38,21.1,16.5,Low Risk
MBR-000792,Jonathan Miller,Weatherford,696.0,Active,7,4,642.8499999999999,33,21.2,15.8,Low Risk
MBR-000794,Steven Campbell,Dallas,577.0,Active,11,4,8153.06,31,35.5,27.2,Moderate Risk
MBR-000795,Pamela Walker,Hurst,593.0,Active,3,2,183.7,10,30.0,7.4,Low Risk
MBR-000796,Rebecca Nelson,Burleson,764.0,Active,3,0,0.0,19,15.8,1.6,Low Risk
MBR-000797,Rebecca Green,Southlake,676.0,Active,14,4,7198.97,48,29.2,29.5,Moderate Risk
MBR-000798,Deborah Taylor,Arlington,734.0,Active,21,7,16533.42,64,32.8,51.0,High Risk
MBR-000801,Stephen Clark,Cleburne,755.0,Active,10,4,3749.71,41,24.4,21.9,Low Risk
MBR-000802,Mark Sanchez,Euless,638.0,Active,8,2,1488.86,38,21.1,13.3,Low Risk
MBR-000803,Justin Adams,Hurst,687.0,Active,10,2,1206.52,22,45.5,17.9,Low Risk
MBR-000804,Ashley Hernandez,North Richland Hills,643.0,Active,16,5,1776.48,43,37.2,31.0,Moderate Risk
MBR-000805,Betty Lee,Keller,645.0,Active,6,2,5776.99,24,25.0,14.3,Low Risk
MBR-000808,Jeffrey Ramirez,Denton,641.0,Active,6,0,0.0,12,50.0,8.5,Low Risk
MBR-000809,Elizabeth Robinson,Mansfield,780.0,Active,6,0,0.0,11,54.5,9.0,Low Risk
MBR-000810,Patricia Anderson,Benbrook,608.0,Active,10,1,122.35,42,23.8,12.8,Low Risk
MBR-000812,Lisa Thompson,Weatherford,644.0,Active,4,1,302.05,14,28.6,6.4,Low Risk
MBR-000815,Larry King,Mansfield,762.0,Active,6,1,469.1,28,21.4,8.1,Low Risk
MBR-000817,William Walker,Denton,701.0,Active,9,4,4926.759999999999,35,25.7,21.6,Low Risk
MBR-000818,Brandon Carter,Fort Worth,751.0,Active,9,5,3251.9300000000003,31,29.0,22.9,Low Risk
MBR-000820,Jeffrey Perez,Watauga,765.0,Active,14,3,3774.7000000000003,40,35.0,25.5,Moderate Risk
MBR-000821,Pamela Baker,Southlake,638.0,Active,8,2,1446.54,28,28.6,14.0,Low Risk
MBR-000822,Paul Anderson,North Richland Hills,792.0,Active,16,4,4201.1,63,25.4,29.3,Moderate Risk
MBR-000823,James Carter,Arlington,850.0,Active,7,1,235.58,25,28.0,9.8,Low Risk
MBR-000826,Elizabeth Lee,Weatherford,796.0,Active,6,4,2418.4,24,25.0,16.3,Low Risk
MBR-000827,Robert Rodriguez,Southlake,806.0,Active,4,1,478.22,23,17.4,5.4,Low Risk
MBR-000829,Michelle Wright,Keller,646.0,Active,9,6,20171.84,33,27.3,36.7,Moderate Risk
MBR-000830,Cynthia Flores,Cleburne,657.0,Active,5,1,391.1,19,26.3,7.4,Low Risk
MBR-000831,Ryan King,Fort Worth,572.0,Active,16,5,5165.61,45,35.6,33.2,Moderate Risk
MBR-000832,Ryan Adams,Benbrook,606.0,Active,8,0,0.0,37,21.6,8.0,Low Risk
MBR-000834,Jessica Harris,Euless,618.0,Active,17,6,3467.14,77,22.1,34.0,Moderate Risk
MBR-000835,Justin Campbell,Denton,677.0,Active,9,4,2777.14,23,39.1,21.5,Low Risk
MBR-000837,William Adams,Bedford,804.0,Active,11,2,758.0,33,33.3,17.6,Low Risk
MBR-000841,Jonathan Lewis,White Settlement,676.0,Active,5,1,359.7,21,23.8,7.1,Low Risk
MBR-000842,Amy Mitchell,Cleburne,733.0,Active,9,2,2470.19,38,23.7,15.4,Low Risk
MBR-000843,Nancy Campbell,Southlake,590.0,Active,11,5,10784.52,34,32.4,30.9,Moderate Risk
MBR-000844,Michael Gonzalez,Fort Worth,710.0,Active,25,13,12678.9,65,38.5,66.4,High Risk
MBR-000846,Stephen Robinson,Southlake,719.0,Active,8,1,814.66,28,28.6,11.5,Low Risk
MBR-000847,Emily Rodriguez,Keller,703.0,Active,12,1,1216.84,42,28.6,16.4,Low Risk
MBR-000848,Betty Campbell,Haltom City,850.0,Active,25,6,4683.5599999999995,92,27.2,44.7,Moderate Risk
MBR-000853,Anna Mitchell,Euless,629.0,Active,6,2,1884.92,20,30.0,12.1,Low Risk
MBR-000854,Gary Carter,Mansfield,775.0,Active,8,1,88.89,22,36.4,11.7,Low Risk
MBR-000856,Gary Scott,Benbrook,634.0,Active,7,3,4676.61,21,33.3,17.7,Low Risk
MBR-000857,Nicole Clark,Arlington,613.0,Active,14,1,95.76,30,46.7,19.8,Low Risk
MBR-000858,Patricia Wilson,Granbury,717.0,Active,7,2,224.34,28,25.0,11.6,Low Risk
MBR-000860,Amy Garcia,Grapevine,730.0,Active,5,0,0.0,11,45.5,6.9,Low Risk
MBR-000861,Dorothy Rivera,Grapevine,696.0,Active,25,10,9550.57,71,35.2,57.5,High Risk
MBR-000862,Brenda Wright,Bedford,558.0,Active,6,1,70.26,27,22.2,7.9,Low Risk
MBR-000864,Mark Thomas,Euless,823.0,Active,8,6,7204.46,24,33.3,27.1,Moderate Risk
MBR-000866,Kenneth Wright,Dallas,648.0,Active,9,1,383.62,40,22.5,11.7,Low Risk
MBR-000867,Susan Hill,Grapevine,702.0,Active,11,4,6148.55,46,23.9,24.7,Low Risk
MBR-000868,Brenda Lewis,Arlington,706.0,Active,15,6,10553.9,36,41.7,38.5,Moderate Risk
MBR-000869,Sarah Sanchez,Euless,732.0,Active,17,3,7133.860000000001,60,28.3,30.7,Moderate Risk
MBR-000870,James Flores,Grapevine,840.0,Active,4,3,2772.69,31,12.9,10.8,Low Risk
MBR-000871,Nancy Johnson,North Richland Hills,665.0,Active,7,3,4743.9,35,20.0,16.4,Low Risk
MBR-000872,Richard Martin,Granbury,616.0,Active,8,2,2106.18,24,33.3,15.0,Low Risk
MBR-000873,Shirley Taylor,White Settlement,569.0,Active,10,2,901.22,36,27.8,15.9,Low Risk
MBR-000875,Daniel Allen,Euless,677.0,Active,22,6,2115.19,75,29.3,39.6,Moderate Risk
MBR-000876,Karen Flores,Euless,823.0,Active,5,4,2803.04,24,20.8,15.0,Low Risk
MBR-000877,Stephanie Williams,Arlington,638.0,Active,16,6,991.77,23,69.6,35.8,Moderate Risk
MBR-000878,Anna Adams,Keller,697.0,Active,17,2,888.97,48,35.4,24.9,Low Risk
MBR-000879,Amy Roberts,Arlington,678.0,Active,18,6,5004.45,46,39.1,37.9,Moderate Risk
MBR-000881,Mark Rivera,Dallas,850.0,Active,3,0,0.0,11,27.3,2.7,Low Risk
MBR-000883,Donna Wilson,Burleson,640.0,Active,19,8,5092.79,52,36.5,43.2,Moderate Risk
MBR-000884,Jennifer Hall,Weatherford,763.0,Active,15,3,5444.77,54,27.8,27.1,Moderate Risk
MBR-000885,Ronald Jackson,Keller,734.0,Active,7,2,196.32,11,63.6,15.5,Low Risk
MBR-000886,John Walker,Denton,827.0,Active,11,3,3194.88,52,21.2,20.2,Low Risk
MBR-000887,Jennifer Nelson,Cleburne,726.0,Active,4,1,559.4,18,22.2,5.9,Low Risk
MBR-000888,Ronald Harris,Keller,651.0,Active,11,4,15052.68,25,44.0,32.9,Moderate Risk
MBR-000889,Christopher Martinez,Southlake,727.0,Active,18,4,2395.76,53,34.0,31.3,Moderate Risk
MBR-000891,Pamela Adams,Keller,745.0,Active,28,10,12887.9,66,42.4,64.1,High Risk
MBR-000892,Jonathan White,Weatherford,720.0,Active,14,4,5730.06,46,30.4,28.6,Moderate Risk
MBR-000893,Anna Anderson,Weatherford,765.0,Active,9,3,769.79,42,21.4,16.2,Low Risk
MBR-000895,Melissa Adams,Cleburne,790.0,Active,10,5,2550.27,32,31.3,23.9,Low Risk
MBR-000896,Christopher Nelson,Haltom City,731.0,Active,5,1,154.5,13,38.5,8.5,Low Risk
MBR-000897,Betty Martinez,Southlake,666.0,Active,13,5,4709.65,51,25.5,28.3,Moderate Risk
MBR-000900,Ashley Davis,Euless,614.0,Active,17,4,3865.3,63,27.0,30.4,Moderate Risk
MBR-000902,Betty Green,Keller,648.0,Active,12,4,2340.35,32,37.5,24.5,Low Risk
MBR-000903,Eric Johnson,Southlake,682.0,Active,11,4,1810.4,37,29.7,22.2,Low Risk
MBR-000904,Kevin Scott,Weatherford,782.0,Active,9,4,3396.65,35,25.7,20.6,Low Risk
MBR-000905,George Allen,Hurst,695.0,Active,4,0,0.0,13,30.8,4.3,Low Risk
MBR-000906,Kenneth Allen,Fort Worth,683.0,Active,20,5,2866.29,61,32.8,36.0,Moderate Risk
MBR-000907,Carol Flores,Weatherford,571.0,Active,14,6,3799.43,49,28.6,31.3,Moderate Risk
MBR-000908,Barbara Rivera,Fort Worth,739.0,Active,3,1,553.27,16,18.8,4.4,Low Risk
MBR-000909,Nancy Walker,Benbrook,731.0,Active,12,4,3440.48,46,26.1,24.2,Low Risk
MBR-000910,Elizabeth Gonzalez,Southlake,850.0,Active,6,2,918.6700000000001,29,20.7,10.5,Low Risk
MBR-000911,Steven Jackson,Dallas,655.0,Active,10,4,2042.38,27,37.0,21.9,Low Risk
MBR-000912,Barbara Lee,Grapevine,697.0,Active,3,1,279.8,17,17.6,4.1,Low Risk
MBR-000915,Karen Nguyen,Cleburne,672.0,Active,10,4,3136.12,28,35.7,22.6,Low Risk
MBR-000919,Kimberly Scott,Benbrook,644.0,Active,5,0,0.0,36,13.9,3.7,Low Risk
MBR-000920,Larry Walker,Southlake,695.0,Active,8,1,2152.94,32,25.0,12.0,Low Risk
MBR-000922,Gary Lee,Watauga,597.0,Active,16,8,11487.55,41,39.0,44.4,Moderate Risk
MBR-000923,Mary Martin,Cleburne,690.0,Active,14,7,9600.17,41,34.1,38.1,Moderate Risk
MBR-000925,Timothy Scott,Hurst,775.0,Active,6,1,67.86,29,20.7,7.8,Low Risk
MBR-000926,Amy Jones,Weatherford,558.0,Active,5,3,2230.11,14,35.7,13.9,Low Risk
MBR-000928,Michael Adams,North Richland Hills,,Active,12,4,3671.57,31,38.7,25.6,Moderate Risk
MBR-000929,Rebecca Scott,Arlington,805.0,Active,14,5,1763.77,38,36.8,28.6,Moderate Risk
MBR-000930,Jonathan Smith,White Settlement,674.0,Active,8,3,2539.59,28,28.6,16.9,Low Risk
MBR-000931,Andrew Lewis,Euless,635.0,Active,13,6,8067.0599999999995,27,48.1,35.1,Moderate Risk
MBR-000932,Joshua Hall,Benbrook,830.0,Active,3,1,5000.0,18,16.7,7.3,Low Risk
MBR-000933,Kevin Wilson,Bedford,564.0,Active,3,0,0.0,20,15.0,1.5,Low Risk
MBR-000935,Melissa Jones,Hurst,715.0,Active,13,6,1952.21,43,30.2,29.0,Moderate Risk
MBR-000936,Patricia Walker,Fort Worth,639.0,Active,5,2,5184.55,25,20.0,12.3,Low Risk
MBR-000938,Paul Gonzalez,Euless,736.0,Active,6,2,2017.3,16,37.5,13.0,Low Risk
MBR-000939,Melissa Robinson,Watauga,699.0,Active,7,2,1412.02,16,43.8,14.4,Low Risk
MBR-000940,Emily Martinez,Watauga,634.0,Active,11,4,1353.75,35,31.4,22.1,Low Risk
MBR-000944,Nicholas Miller,Weatherford,672.0,Active,6,3,4551.8099999999995,15,40.0,17.1,Low Risk
MBR-000945,Anthony Lopez,Dallas,827.0,Active,19,6,8712.96,47,40.4,41.8,Moderate Risk
MBR-000946,Kathleen Green,Benbrook,594.0,Active,17,7,2463.78,48,35.4,36.7,Moderate Risk
MBR-000947,Emma Flores,North Richland Hills,557.0,Active,8,5,3996.2200000000003,18,44.4,23.8,Low Risk
MBR-000949,Nancy Robinson,Benbrook,676.0,Active,10,5,6732.8,35,28.6,26.5,Moderate Risk
MBR-000950,Joseph Baker,Dallas,699.0,Active,4,1,575.9,21,19.0,5.6,Low Risk
MBR-000951,Justin Young,Euless,660.0,Active,11,5,1231.68,31,35.5,24.5,Low Risk
MBR-000952,Robert Rivera,Grapevine,708.0,Active,9,3,5751.7,34,26.5,20.2,Low Risk
MBR-000953,Stephanie Allen,Weatherford,579.0,Active,15,4,917.3,39,38.5,27.2,Moderate Risk
MBR-000954,Nancy Nguyen,Denton,795.0,Active,8,1,250.48,18,44.4,12.6,Low Risk
MBR-000955,Justin King,Keller,673.0,Active,5,2,3878.3,22,22.7,11.6,Low Risk
MBR-000957,Dorothy Clark,Hurst,707.0,Active,4,0,0.0,19,21.1,3.3,Low Risk
MBR-000958,Brandon Allen,Granbury,716.0,Active,21,6,2587.9300000000003,82,25.6,38.4,Moderate Risk
MBR-000960,Emma Hall,White Settlement,715.0,Active,9,4,7772.61,41,22.0,23.3,Low Risk
MBR-000961,Paul Jackson,Haltom City,731.0,Active,5,0,0.0,21,23.8,4.7,Low Risk
MBR-000962,Matthew Roberts,Weatherford,786.0,Active,7,2,2162.78,18,38.9,14.4,Low Risk
MBR-000963,Emily Green,Cleburne,695.0,Active,15,2,2033.97,42,35.7,23.4,Low Risk
MBR-000964,Elizabeth Taylor,Bedford,736.0,Active,23,11,8027.48,75,30.7,55.8,High Risk
MBR-000965,Larry Clark,Burleson,672.0,Active,9,3,5463.07,33,27.3,20.0,Low Risk
MBR-000970,Timothy Johnson,Burleson,565.0,Active,8,3,1933.04,25,32.0,16.9,Low Risk
MBR-000971,Elizabeth Hill,Granbury,690.0,Active,11,3,2304.09,38,28.9,20.3,Low Risk
MBR-000972,Larry Thomas,Dallas,625.0,Active,7,2,10000.0,29,24.1,18.4,Low Risk
MBR-000973,Paul White,North Richland Hills,747.0,Active,8,3,9064.67,26,30.8,21.7,Low Risk
MBR-000975,Barbara Flores,Benbrook,644.0,Active,3,2,1747.44,16,18.8,7.4,Low Risk
MBR-000976,Richard Moore,Watauga,528.0,Active,3,0,0.0,16,18.8,1.9,Low Risk
MBR-000977,Robert Allen,Arlington,643.0,Active,24,5,9524.66,82,29.3,45.0,Moderate Risk
MBR-000979,Shirley Robinson,Haltom City,553.0,Active,5,2,1729.6,13,38.5,11.7,Low Risk
MBR-000980,Melissa Martin,White Settlement,740.0,Active,15,5,4085.8500000000004,45,33.3,31.0,Moderate Risk
MBR-000982,Ashley Martinez,Denton,714.0,Active,9,2,1303.02,24,37.5,16.0,Low Risk
MBR-000983,Kathleen Jones,Southlake,602.0,Active,3,2,967.78,12,25.0,7.5,Low Risk
MBR-000984,Stephanie Perez,Euless,676.0,Active,6,3,2451.79,24,25.0,14.2,Low Risk
MBR-000985,Stephen Campbell,Haltom City,679.0,Active,8,4,3625.1400000000003,26,30.8,20.1,Low Risk
MBR-000986,Brandon Harris,Bedford,587.0,Active,6,0,0.0,16,37.5,7.3,Low Risk
MBR-000988,Carol Flores,North Richland Hills,750.0,Active,9,3,1980.45,25,36.0,18.5,Low Risk
MBR-000990,Mark Thomas,Weatherford,682.0,Active,16,7,17614.72,63,25.4,45.1,Moderate Risk
MBR-000991,Kenneth Brown,Bedford,696.0,Active,4,1,619.77,13,30.8,6.8,Low Risk
MBR-000993,Jason Young,Weatherford,660.0,Active,9,5,2850.58,34,26.5,22.4,Low Risk
MBR-000995,Brandon King,White Settlement,599.0,Active,8,3,2089.6,39,20.5,15.8,Low Risk
MBR-000996,Carol Nelson,North Richland Hills,657.0,Active,11,3,4130.95,43,25.6,21.3,Low Risk
MBR-000997,Karen Williams,Arlington,823.0,Active,6,4,15984.720000000001,21,28.6,26.1,Moderate Risk
MBR-000998,Edward Davis,Watauga,731.0,Active,8,3,5377.7,24,33.3,19.4,Low Risk
MBR-001000,Nancy Smith,Burleson,725.0,Active,3,2,1442.42,8,37.5,9.0,Low Risk
MBR-001001,Mary Green,Southlake,791.0,Active,16,9,13902.95,46,34.8,47.8,Moderate Risk
MBR-001002,Nicholas Moore,Bedford,753.0,Active,12,5,2230.01,27,44.4,27.3,Moderate Risk
MBR-001003,Edward Nguyen,Dallas,684.0,Active,16,4,2325.92,44,36.4,29.1,Moderate Risk
MBR-001006,Daniel Wright,Cleburne,711.0,Active,5,3,10272.41,22,22.7,18.2,Low Risk
MBR-001008,James Thomas,Burleson,730.0,Active,12,4,10848.8,57,21.1,28.8,Moderate Risk
MBR-001010,Eric Hall,Cleburne,637.0,Active,20,8,2663.22,69,29.0,41.9,Moderate Risk
MBR-001014,Dorothy Harris,Burleson,624.0,Active,13,9,5327.9800000000005,45,28.9,37.7,Moderate Risk
MBR-001016,Donna Carter,Watauga,695.0,Active,18,5,12033.33,56,32.1,40.0,Moderate Risk
MBR-001018,Ashley Garcia,Granbury,641.0,Active,14,5,2526.79,40,35.0,28.9,Moderate Risk
MBR-001019,Edward Smith,Burleson,654.0,Active,5,2,341.18,16,31.3,10.0,Low Risk
MBR-001020,Emma Clark,Keller,713.0,Active,4,3,2578.83,13,30.8,12.5,Low Risk
MBR-001021,Pamela Lopez,Benbrook,721.0,Active,3,2,1514.24,11,27.3,8.1,Low Risk
MBR-001023,Timothy Nelson,Burleson,678.0,Active,6,4,3561.4500000000003,20,30.0,17.6,Low Risk
MBR-001024,Steven Smith,Euless,850.0,Active,11,1,477.52,35,31.4,15.0,Low Risk
MBR-001025,Jacob Carter,Dallas,818.0,Active,4,3,1902.3899999999999,15,26.7,11.6,Low Risk
MBR-001026,Sarah Johnson,North Richland Hills,714.0,Active,7,2,2898.72,20,35.0,14.5,Low Risk
MBR-001027,Robert Jones,Denton,683.0,Active,4,1,3115.52,24,16.7,7.2,Low Risk
MBR-001028,Amy King,Weatherford,689.0,Active,6,3,4118.99,24,25.0,15.3,Low Risk
MBR-001029,Emma Gonzalez,Bedford,729.0,Active,21,6,11196.61,81,25.9,44.4,Moderate Risk
MBR-001032,Barbara Perez,White Settlement,546.0,Active,11,1,1148.83,45,24.4,14.8,Low Risk
MBR-001033,James Young,Hurst,711.0,Active,15,6,5705.42,48,31.3,34.1,Moderate Risk
MBR-001034,Patricia Mitchell,Benbrook,731.0,Active,4,2,1481.12,31,12.9,7.8,Low Risk
MBR-001035,Laura Anderson,Weatherford,641.0,Active,3,3,1378.53,11,27.3,10.1,Low Risk
MBR-001037,Shirley Nguyen,Southlake,581.0,Active,15,2,907.05,47,31.9,22.2,Low Risk
MBR-001039,Ronald Adams,Weatherford,697.0,Active,20,8,5058.84,50,40.0,44.7,Moderate Risk
MBR-001040,Shirley Wright,Burleson,763.0,Active,15,8,3672.12,42,35.7,37.4,Moderate Risk
MBR-001041,Charles Flores,Dallas,814.0,Active,9,2,1149.03,34,26.5,14.8,Low Risk
MBR-001042,Patricia Campbell,Dallas,643.0,Active,5,3,4428.0,17,29.4,14.8,Low Risk
MBR-001043,Nicole Johnson,Grapevine,766.0,Active,15,3,12953.43,45,33.3,32.9,Moderate Risk
MBR-001045,Michael Smith,Mansfield,666.0,Active,7,3,3644.82,30,23.3,16.0,Low Risk
MBR-001046,Angela Anderson,Grapevine,750.0,Active,12,5,2464.1099999999997,38,31.6,26.2,Moderate Risk
MBR-001049,David Sanchez,Mansfield,798.0,Active,14,5,8816.39,60,23.3,32.1,Moderate Risk
MBR-001050,Christopher Johnson,Hurst,790.0,Active,6,0,0.0,41,14.6,5.0,Low Risk
MBR-001052,Robert Nelson,North Richland Hills,711.0,Active,11,1,271.91,41,26.8,14.4,Low Risk
MBR-001053,Donald Scott,Haltom City,719.0,Active,4,0,0.0,10,40.0,5.2,Low Risk
MBR-001054,Emily Thomas,Cleburne,700.0,Active,7,1,1722.52,19,36.8,11.7,Low Risk
MBR-001055,Richard Rivera,Euless,635.0,Active,14,4,3145.31,32,43.8,28.1,Moderate Risk
MBR-001057,Shirley Smith,Granbury,677.0,Active,13,5,3094.41,41,31.7,27.8,Moderate Risk
MBR-001061,Emily Rodriguez,Watauga,741.0,Active,6,2,1388.65,23,26.1,11.4,Low Risk
MBR-001062,Jennifer King,Denton,452.0,Active,15,5,5533.25,57,26.3,31.3,Moderate Risk
MBR-001063,Patricia Harris,Euless,771.0,Active,14,2,5430.18,49,28.6,23.9,Low Risk
MBR-001064,Susan Young,North Richland Hills,540.0,Active,7,3,1705.92,26,26.9,15.0,Low Risk
MBR-001065,Shirley Lewis,Southlake,651.0,Active,5,2,2398.56,13,38.5,12.2,Low Risk
MBR-001066,Robert Hill,Haltom City,590.0,Active,9,3,208.99,50,18.0,15.4,Low Risk
MBR-001068,Barbara King,Weatherford,772.0,Active,20,10,12846.6,42,47.6,55.2,High Risk
MBR-001070,Brenda Walker,Bedford,707.0,Active,14,5,5131.32,42,33.3,30.6,Moderate Risk
MBR-001072,Charles Hall,White Settlement,718.0,Active,11,5,20933.49,47,23.4,37.1,Moderate Risk
MBR-001074,Paul Sanchez,Weatherford,577.0,Active,5,2,2650.46,11,45.5,13.0,Low Risk
MBR-001075,Angela Ramirez,Bedford,759.0,Active,19,8,22496.35,75,25.3,54.2,High Risk
MBR-001076,Patricia Brown,Bedford,640.0,Active,5,3,3131.67,15,33.3,14.3,Low Risk
MBR-001079,Christopher Torres,Dallas,800.0,Active,15,6,2252.58,52,28.8,31.4,Moderate Risk
MBR-001080,Kenneth Thompson,Cleburne,748.0,Active,10,2,10000.0,32,31.3,22.6,Low Risk
MBR-001081,Nicole Hernandez,Bedford,652.0,Active,3,2,1314.3,7,42.9,9.5,Low Risk
MBR-001083,Kimberly Jackson,Mansfield,654.0,Active,17,5,1594.8600000000001,37,45.9,32.9,Moderate Risk
MBR-001084,Nancy Jones,Granbury,846.0,Active,17,3,2380.67,61,27.9,27.4,Moderate Risk
MBR-001085,Gary Campbell,Euless,710.0,Active,6,4,292.78,25,24.0,14.7,Low Risk
MBR-001087,Charles Smith,Fort Worth,762.0,Active,14,3,2496.3500000000004,42,33.3,24.4,Low Risk
MBR-001088,Mary Roberts,Watauga,699.0,Active,17,5,7260.8099999999995,54,31.5,35.4,Moderate Risk
MBR-001090,Kevin Williams,Mansfield,664.0,Active,19,7,1976.4499999999998,49,38.8,39.1,Moderate Risk
MBR-001091,David Adams,Keller,674.0,Active,4,1,847.7,13,30.8,7.0,Low Risk
MBR-001092,Betty Wright,Granbury,677.0,Active,13,4,4514.9400000000005,38,34.2,26.9,Moderate Risk
MBR-001093,Deborah Wright,White Settlement,738.0,Active,6,2,1778.32,17,35.3,12.6,Low Risk
MBR-001095,Kevin Baker,Benbrook,738.0,Active,15,5,4382.91,36,41.7,32.1,Moderate Risk
MBR-001097,Matthew Wright,Denton,686.0,Active,12,6,8123.58,32,37.5,32.9,Moderate Risk
MBR-001098,Pamela Hernandez,Benbrook,520.0,Active,9,2,342.27,24,37.5,15.3,Low Risk
MBR-001099,Melissa White,North Richland Hills,753.0,Active,17,4,1184.43,60,28.3,28.7,Moderate Risk
MBR-001100,Helen Davis,Benbrook,707.0,Active,7,4,1683.0,29,24.1,16.9,Low Risk
MBR-001102,Shirley Miller,Hurst,448.0,Active,13,5,10095.83,33,39.4,33.5,Moderate Risk
MBR-001103,Amanda Lopez,Bedford,847.0,Active,17,7,16812.53,60,28.3,46.0,Moderate Risk
MBR-001104,Angela King,Grapevine,668.0,Active,17,8,3287.87,56,30.4,38.9,Moderate Risk
MBR-001106,Brandon Jackson,Haltom City,596.0,Active,21,8,9148.62,76,27.6,47.5,Moderate Risk
MBR-001107,Sandra Nguyen,Mansfield,729.0,Active,14,8,9334.55,56,25.0,39.1,Moderate Risk
MBR-001108,Jason Scott,Denton,595.0,Active,4,0,0.0,40,10.0,2.2,Low Risk
MBR-001110,Daniel Rivera,Denton,833.0,Active,16,6,14167.599999999999,48,33.3,41.4,Moderate Risk
MBR-001111,Barbara King,Hurst,664.0,Active,5,4,3557.2,15,33.3,16.7,Low Risk
