member_id,first_name,last_name,join_date,city,state,credit_score,email,phone,account_status
MBR-000454,Joshua,Jones,02/17/2019,Grapevine,TX,720.0,joshua.jones688@gmail.com,(817)506-3302,Active
MBR-000455,Shirley,Taylor,02/18/2021,Dallas,TX,637.0,shirley.taylor244@gmail.com,(214)437-7388,Active
MBR-000456,Edward,Taylor,03/23/2023,Arlington,TX,616.0,edward.taylor503@gmail.com,(817)424-9941,Active
MBR-000457,Donna,Johnson,06/23/2024,White Settlement,TX,671.0,donna.johnson36@gmail.com,(817)807-4926,Active
MBR-000458,Donald,Lewis,09/18/2018,Fort Worth,TX,597.0,donald.lewis932@gmail.com,(214)408-2478,Active
MBR-000459,Edward,Williams,02/23/2016,Dallas,TX,635.0,edward.williams843@gmail.com,(972)582-7765,Active
MBR-000460,David,Thompson,06/10/2019,White Settlement,TX,584.0,david.thompson747@gmail.com,(214)564-1448,Active
MBR-000460,David,Thompson,06/10/2019,White Settlement,TX,584.0,david.thompson747@gmail.com,(214)564-1448,Active
MBR-000461,Donna,Lee,12/01/2022,Dallas,TX,837.0,donna.lee114@yahoo.com,(682)967-7722,Inactive
MBR-000462,ANDREW,  Gonzalez,11/23/2011,Hurst,TX,682.0,andrew.gonzalez377@yahoo.com,(972)954-4677,Active
MBR-000463,Dorothy,Hall,10/14/2013,Arlington,TX,624.0,dorothy.hall411@gmail.com,N/A,Inactive
MBR-000464,Amy,Davis,01/13/2015,Cleburne,TX,697.0,amy.davis196@gmail.com,(214)394-9096,Active
MBR-000465,Nancy,Clark,04/10/2013,Fort Worth,TX,,nancy.clark298@gmail.com,(682)732-8388,Active
MBR-000466,Ronald,Baker,10/05/2014,Bedford,TX,662.0,ronald.baker726@gmail.com,(214)174-2561,Active
MBR-000467,Scott,Rivera,01/08/2011,Fort Worth,TX,729.0,scott.rivera260@gmail.com,(972)409-7466,Active
MBR-000468,Carol,Robinson,12/16/2012,Dallas,TX,740.0,carol.robinson325@gmail.com,(972)245-5266,Inactive
MBR-000469,Andrew,Taylor,10/01/2023,Burleson,TX,637.0,andrew.taylor530@yahoo.com,(682)423-9049,Active
MBR-000470,Sandra,Lopez,10/21/2010,North Richland Hills,TX,633.0,,(972)546-2900,Active
MBR-000471,Charles,Davis,11/03/2017,Dallas,TX,657.0,charles.davis209@gmail.com,(682)954-3757,Active
MBR-000472,Pamela,Lopez,05/05/2019,Dallas,TX,495.0,pamela.lopez253@gmail.com,(817)436-1425,Active
MBR-000473,Patricia,Garcia,04/28/2020,North Richland Hills,TX,558.0,patricia.garcia465@gmail.com,(214)708-1095,Inactive
MBR-000474,Larry,Rodriguez,09/28/2014,Arlington,TX,789.0,larry.rodriguez821@gmail.com,(214)917-1909,Active
MBR-000475,Stephanie,Garcia,06/18/2010,Cleburne,TX,811.0,stephanie.garcia167@yahoo.com,(972)391-3525,Active
MBR-000476,Richard,White,07/01/2021,Cleburne,TX,660.0,richard.white502@gmail.com,(972)587-5398,Active
MBR-000477,Jennifer,Allen,08/31/2017,Euless,TX,726.0,jennifer.allen693@yahoo.com,(682)607-9638,Active
MBR-000478,Thomas,Baker,09/26/2016,Mansfield,TX,704.0,thomas.baker536@gmail.com,(817)664-2253,Active
MBR-000479,Amanda,Taylor,02/18/2023,Dallas,TX,850.0,amanda.taylor788@gmail.com,(817)858-8583,Active
MBR-000480,Ryan,Carter,02/03/2020,White Settlement,TX,769.0,ryan.carter828@yahoo.com,(682)316-4032,Active
MBR-000481,Mary,Hernandez,09/16/2024,North Richland Hills,TX,669.0,mary.hernandez472@gmail.com,(972)410-6910,Active
MBR-000482,Robert,Hall,03/22/2014,Fort Worth,TX,603.0,robert.hall215@gmail.com,(682)765-4961,Active
MBR-000483,Robert,Davis,09/22/2013,Weatherford,TX,551.0,robert.davis757@gmail.com,(972)582-1321,Active
MBR-000484,Sharon,Clark,02/12/2021,Benbrook,TX,696.0,sharon.clark611@gmail.com,(214)137-8987,Active
MBR-000485,Linda,King,06/05/2010,Hurst,TX,619.0,linda.king591@yahoo.com,(817)374-7834,Active
MBR-000486,Matthew,Walker,09/17/2017,Euless,TX,566.0,matthew.walker238@gmail.com,(214)716-8675,Active
MBR-000487,Jacob,Hernandez,12/13/2023,Cleburne,TX,628.0,jacob.hernandez290@gmail.com,(817)783-8911,Active
MBR-000488,Anthony,Scott,01/21/2011,Fort Worth,TX,593.0,anthony.scott368@gmail.com,(214)793-3598,Active
MBR-000489,Brenda,Anderson,11/28/2020,Burleson,TX,814.0,brenda.anderson349@gmail.com,(817)888-5382,Closed
MBR-000490,Ryan,Carter,06/27/2012,Denton,TX,750.0,ryan.carter801@gmail.com,(817)943-1687,Active
MBR-000491,Nicholas,Young,03/24/2012,Weatherford,TX,679.0,nicholas.young663@yahoo.com,(682)225-4307,Active
MBR-000492,William,Moore,05/09/2018,Hurst,TX,798.0,william.moore370@gmail.com,(682)255-9677,Inactive
MBR-000493,George,Johnson,12/05/2019,Weatherford,TX,686.0,george.johnson789@yahoo.com,(817)186-6542,Active
MBR-000494,Pamela,Brown,03/02/2024,Haltom City,TX,611.0,pamela.brown997@yahoo.com,(972)797-5986,Active
MBR-000495,Stephanie,Lewis,06/10/2024,Cleburne,TX,801.0,stephanie.lewis909@gmail.com,(972)814-6656,Active
MBR-000496,Thomas,King,02/17/2022,Keller,TX,723.0,,(214)633-6582,Active
MBR-000497,Jason,Allen,06/23/2012,Arlington,TX,,jason.allen862@yahoo.com,(214)226-1782,Active
MBR-000498,Justin,Torres,01/30/2024,Watauga,TX,664.0,justin.torres865@gmail.com,(214)406-5661,Active
MBR-000499,Eric,Nguyen,04/27/2014,Grapevine,TX,609.0,eric.nguyen466@yahoo.com,(972)948-7751,Active
MBR-000500,Emma,Scott,08/22/2021,Bedford,TX,569.0,emma.scott893@yahoo.com,(972)751-7937,Active
MBR-000501,Gary,Rivera,04/07/2020,Weatherford,TX,754.0,gary.rivera992@gmail.com,(817)811-4483,Inactive
MBR-000502,Joseph,Davis,04/16/2018,Benbrook,TX,832.0,joseph.davis297@yahoo.com,N/A,Active
MBR-000503,Donna,Jackson,11/02/2014,Granbury,TX,568.0,donna.jackson839@gmail.com,(817)225-9970,Active
MBR-000504,Jacob,Campbell,08/02/2023,Weatherford,TX,725.0,jacob.campbell781@yahoo.com,(972)879-8371,Active
MBR-000505,Ronald,Perez,02/18/2022,Arlington,TX,627.0,ronald.perez982@gmail.com,(972)853-5544,Active
MBR-000506,Jessica,Adams,07/19/2022,Dallas,TX,641.0,jessica.adams198@gmail.com,(817)683-9548,Active
MBR-000507,Anthony,Thomas,12/31/2022,Euless,TX,632.0,anthony.thomas87@gmail.com,(214)511-1737,Active
MBR-000508,Barbara,Davis,03/24/2012,Watauga,TX,610.0,barbara.davis173@yahoo.com,(682)361-2468,Active
MBR-000509,Joshua,Harris,03/19/2012,Southlake,TX,683.0,joshua.harris146@gmail.com,(214)364-7152,Active
MBR-000510,NICHOLAS,Harris,07/31/2012,Burleson,TX,613.0,nicholas.harris63@yahoo.com,N/A,Active
MBR-000511,Brenda,Adams,10/25/2012,Keller,TX,701.0,brenda.adams582@gmail.com,(817)966-9199,Active
MBR-000512,BRENDA,Lewis,12/09/2010,Fort Worth,TX,675.0,brenda.lewis833@gmail.com,(214)768-3742,Active
MBR-000513,Margaret,Nguyen,06/12/2021,Keller,TX,660.0,margaret.nguyen47@yahoo.com,(817)407-2469,Active
MBR-000514,Kenneth,Baker,09/07/2017,Burleson,TX,607.0,kenneth.baker771@gmail.com,N/A,Active
MBR-000515,Jacob,Smith,03/20/2010,Granbury,TX,633.0,jacob.smith424@gmail.com,(972)880-7435,Active
MBR-000516,Jessica,Thompson,06/11/2018,White Settlement,TX,740.0,,(817)227-8580,Active
MBR-000517,Matthew,Garcia,10/05/2023,Keller,TX,,matthew.garcia828@gmail.com,(682)605-6947,Active
MBR-000518,Joseph,Moore,10/07/2022,Haltom City,TX,601.0,joseph.moore506@yahoo.com,(682)775-3875,Active
MBR-000519,Kimberly,Gonzalez,07/09/2010,Watauga,TX,687.0,kimberly.gonzalez630@yahoo.com,(972)102-7997,Active
MBR-000520,Eric,Robinson,02/11/2021,Grapevine,TX,740.0,eric.robinson530@gmail.com,(682)148-5553,Active
MBR-000521,Mark,Hall,07/04/2019,Dallas,TX,546.0,,(682)437-6092,Inactive
MBR-000522,Steven,Thomas,06/02/2012,North Richland Hills,TX,723.0,steven.thomas245@gmail.com,(817)941-6465,Active
MBR-000523,Jessica,Garcia,05/13/2011,Arlington,TX,626.0,jessica.garcia387@yahoo.com,(817)901-3089,Active
MBR-000524,Michael,Jackson,07/22/2018,Bedford,TX,725.0,michael.jackson99@gmail.com,(972)338-1173,Active
MBR-000525,Patricia,Robinson,08/08/2021,Southlake,TX,618.0,patricia.robinson602@yahoo.com,(817)112-2106,Active
MBR-000526,Helen,Lewis,03/04/2014,Mansfield,TX,535.0,helen.lewis141@gmail.com,(817)230-6106,Active
MBR-000527,Jacob,Martin,07/14/2023,Southlake,TX,549.0,jacob.martin299@yahoo.com,(817)630-3369,Active
MBR-000528,Betty,Jones,08/29/2017,Cleburne,TX,683.0,betty.jones684@gmail.com,(972)714-6425,Inactive
MBR-000529,Jennifer,Young,12/03/2014,Fort Worth,TX,700.0,jennifer.young655@yahoo.com,(682)577-4492,Active
MBR-000530,James,White,03/23/2010,Dallas,TX,607.0,james.white367@yahoo.com,(817)245-5760,Active
MBR-000531,Mark,Taylor,11/28/2013,Southlake,TX,731.0,mark.taylor868@gmail.com,(682)300-1352,Inactive
MBR-000532,Carol,Wilson,11/04/2016,Euless,TX,547.0,carol.wilson246@yahoo.com,(214)776-3807,Active
MBR-000533,Thomas,Gonzalez,04/20/2014,Watauga,TX,674.0,,(214)713-8037,Active
MBR-000534,Michelle,Thomas,03/13/2011,Burleson,TX,583.0,michelle.thomas894@yahoo.com,(972)314-2333,Active
MBR-000535,Melissa,Young,08/21/2021,Euless,TX,627.0,melissa.young184@yahoo.com,(214)638-8918,Active
MBR-000536,Mark,Gonzalez,02/21/2020,Mansfield,TX,683.0,mark.gonzalez406@yahoo.com,(972)486-3575,Active
MBR-000537,Justin,Williams,06/08/2020,Haltom City,TX,611.0,justin.williams637@yahoo.com,(972)578-8086,Active
MBR-000538,Amanda,Garcia,08/09/2016,Haltom City,TX,649.0,amanda.garcia526@gmail.com,N/A,Active
MBR-000539,Joshua,  Mitchell,02/27/2016,Cleburne,TX,760.0,joshua.mitchell723@gmail.com,(682)975-9898,Active
MBR-000540,Justin,Carter,09/12/2024,Fort Worth,TX,633.0,justin.carter484@gmail.com,(682)986-7512,Active
MBR-000541,Cynthia,Perez,12/05/2011,Southlake,TX,746.0,cynthia.perez867@yahoo.com,(972)314-8187,Active
MBR-000542,Amanda,Perez,01/22/2015,Hurst,TX,589.0,amanda.perez436@gmail.com,N/A,Closed
MBR-000543,Larry,Green,07/11/2023,White Settlement,TX,722.0,larry.green588@gmail.com,(972)309-7400,Active
MBR-000544,Lisa,Miller,05/27/2022,Granbury,TX,795.0,lisa.miller33@gmail.com,(972)127-4058,Active
MBR-000545,Melissa,King,04/01/2010,Granbury,TX,482.0,melissa.king335@gmail.com,(972)500-3572,Active
MBR-000546,Anthony,Martin,09/11/2019,North Richland Hills,TX,616.0,anthony.martin163@gmail.com,N/A,Active
MBR-000547,Ashley,King,05/18/2017,Benbrook,TX,726.0,ashley.king901@gmail.com,(972)689-1640,Active
MBR-000548,Brandon,Lopez,04/24/2019,Mansfield,TX,663.0,brandon.lopez184@gmail.com,(972)568-7302,Inactive
MBR-000549,Kimberly,Green,01/23/2022,Keller,TX,709.0,kimberly.green683@gmail.com,(682)605-7738,Active
MBR-000550,Laura,Hernandez,09/02/2015,Cleburne,TX,,laura.hernandez519@yahoo.com,(817)174-8567,Inactive
MBR-000551,Michelle,Nelson,05/31/2020,North Richland Hills,TX,,michelle.nelson473@yahoo.com,(682)830-8171,Active
MBR-000552,Jonathan,Mitchell,10/07/2018,Granbury,TX,667.0,jonathan.mitchell80@gmail.com,N/A,Active
MBR-000553,Eric,Adams,04/22/2012,Bedford,TX,773.0,eric.adams707@yahoo.com,(817)712-1076,Active
MBR-000554,Patricia,Smith,07/24/2017,Cleburne,TX,700.0,patricia.smith697@gmail.com,(682)198-3750,Active
MBR-000555,ANNA,Sanchez,08/07/2019,Denton,TX,707.0,,(214)431-3844,Active
MBR-000556,Helen,White,12/26/2010,Dallas,TX,647.0,helen.white907@yahoo.com,(214)885-9185,Closed
MBR-000557,Scott,Lee,02/25/2024,Bedford,TX,640.0,scott.lee695@gmail.com,(682)440-3872,Active
MBR-000558,Justin,Lewis,07/30/2018,Haltom City,TX,645.0,justin.lewis656@gmail.com,(817)338-1347,Active
MBR-000559,Melissa,Young,08/26/2016,Cleburne,TX,711.0,melissa.young156@yahoo.com,(817)343-8270,Closed
MBR-000560,Andrew,Carter,07/14/2010,Mansfield,TX,646.0,andrew.carter868@gmail.com,(214)348-4372,Active
MBR-000561,Timothy,King,03/19/2017,Granbury,TX,703.0,timothy.king453@gmail.com,(817)990-9055,Active
MBR-000562,Anthony,Thomas,05/19/2021,Dallas,TX,846.0,anthony.thomas437@gmail.com,(214)268-4236,Active
MBR-000563,Kathleen,Garcia,01/24/2018,Bedford,TX,749.0,kathleen.garcia387@yahoo.com,(972)532-9278,Active
MBR-000564,William,Carter,09/25/2016,White Settlement,TX,653.0,william.carter551@yahoo.com,(682)363-7233,Active
MBR-000565,Karen,Gonzalez,02/04/2010,Fort Worth,TX,776.0,karen.gonzalez883@gmail.com,(214)603-7628,Active
MBR-000566,Edward,Williams,10/16/2012,Bedford,TX,647.0,edward.williams955@gmail.com,(682)881-8148,Active
MBR-000567,Linda,Adams,08/23/2018,Hurst,TX,516.0,linda.adams754@yahoo.com,(972)135-6921,Active
MBR-000568,Steven,Thomas,07/04/2023,Benbrook,TX,599.0,steven.thomas975@gmail.com,(682)112-2912,Active
MBR-000569,Matthew,Ramirez,09/20/2013,Hurst,TX,530.0,matthew.ramirez259@gmail.com,(972)700-6045,Active
MBR-000570,CHARLES,Moore,09/13/2014,Bedford,TX,651.0,charles.moore716@yahoo.com,(682)935-9056,Active
MBR-000571,Melissa,Lopez,01/05/2013,Cleburne,TX,681.0,melissa.lopez499@yahoo.com,(817)561-4482,Active
MBR-000572,Helen,  Miller,04/10/2024,Granbury,TX,814.0,helen.miller82@yahoo.com,(972)227-5534,Active
MBR-000572,Helen,  Miller,04/10/2024,Granbury,TX,814.0,helen.miller82@yahoo.com,(972)227-5534,Active
MBR-000573,James,Nelson,01/24/2023,Arlington,TX,706.0,james.nelson100@yahoo.com,(817)484-9520,Active
MBR-000574,Carol,  Lee,05/17/2015,Grapevine,TX,662.0,carol.lee682@yahoo.com,(817)464-6410,Active
MBR-000575,Jessica,  King,04/08/2016,Mansfield,TX,746.0,jessica.king378@gmail.com,(972)627-7768,Inactive
MBR-000576,Michelle,Baker,12/19/2019,Mansfield,TX,503.0,michelle.baker622@gmail.com,(817)456-8010,Active
MBR-000577,Nicole,Gonzalez,03/18/2013,Haltom City,TX,698.0,nicole.gonzalez898@gmail.com,(817)230-9158,Active
MBR-000578,Joseph,  Walker,02/16/2022,Mansfield,TX,741.0,joseph.walker250@yahoo.com,(817)208-8125,Active
MBR-000579,Jacob,Nelson,10/05/2012,Weatherford,TX,561.0,jacob.nelson945@gmail.com,(972)192-6452,Active
MBR-000580,Timothy,Adams,05/27/2024,Watauga,TX,771.0,timothy.adams990@gmail.com,(682)328-5244,Active
MBR-000581,Melissa,Rodriguez,01/11/2017,Bedford,TX,707.0,melissa.rodriguez591@gmail.com,(214)163-9775,Active
MBR-000582,Nicole,Nguyen,12/25/2014,Denton,TX,646.0,nicole.nguyen405@yahoo.com,(972)423-3370,Active
MBR-000583,John,Hill,03/07/2017,Keller,TX,730.0,john.hill515@gmail.com,(817)380-8836,Active
MBR-000584,Anthony,Campbell,01/18/2015,Arlington,TX,850.0,anthony.campbell946@gmail.com,(682)977-8987,Active
MBR-000585,Jason,Baker,08/14/2020,Grapevine,TX,694.0,jason.baker776@yahoo.com,(817)640-5637,Active
MBR-000586,Michael,Rivera,10/26/2016,Euless,TX,699.0,michael.rivera671@yahoo.com,(682)552-8904,Active
MBR-000586,Michael,Rivera,10/26/2016,Euless,TX,699.0,michael.rivera671@yahoo.com,(682)552-8904,Active
MBR-000587,Pamela,Miller,04/24/2013,Bedford,TX,643.0,pamela.miller974@gmail.com,(682)157-2573,Active
MBR-000588,Karen,Green,01/23/2019,Mansfield,TX,612.0,karen.green35@yahoo.com,(972)600-5959,Active
MBR-000589,Cynthia,Adams,07/28/2018,Burleson,TX,746.0,cynthia.adams648@gmail.com,(214)111-2966,Closed
MBR-000590,Kathleen,Moore,02/14/2012,Benbrook,TX,611.0,kathleen.moore186@yahoo.com,(972)405-3051,Active
MBR-000591,Brenda,Wright,11/21/2021,North Richland Hills,TX,685.0,brenda.wright66@gmail.com,(817)871-4399,Active
MBR-000592,Jessica,Williams,11/21/2012,Benbrook,TX,641.0,jessica.williams212@gmail.com,(817)675-5206,Active
MBR-000593,James,Thomas,09/28/2016,Arlington,TX,718.0,james.thomas969@gmail.com,(214)774-9750,Active
MBR-000594,Anthony,Hall,03/22/2012,Arlington,TX,706.0,anthony.hall243@yahoo.com,(682)406-4526,Active
MBR-000595,Steven,Taylor,07/25/2018,Granbury,TX,763.0,steven.taylor410@gmail.com,(214)792-7968,Active
MBR-000596,Melissa,Torres,09/28/2024,Haltom City,TX,639.0,melissa.torres620@yahoo.com,(682)423-8104,Active
MBR-000597,Kevin,Green,12/30/2011,Grapevine,TX,658.0,kevin.green932@yahoo.com,(214)249-4698,Active
MBR-000598,Shirley,Campbell,11/16/2016,Benbrook,TX,601.0,shirley.campbell842@gmail.com,(817)641-6716,Closed
MBR-000599,Deborah,Lopez,09/28/2017,Watauga,TX,644.0,deborah.lopez565@gmail.com,(972)588-3090,Active
MBR-000600,Melissa,Rivera,08/03/2015,White Settlement,TX,710.0,melissa.rivera429@gmail.com,(682)549-6799,Active
MBR-000601,Donna,Green,12/14/2011,Keller,TX,740.0,donna.green417@gmail.com,(817)749-2302,Inactive
MBR-000602,Mary,Ramirez,05/30/2021,Weatherford,TX,606.0,mary.ramirez492@gmail.com,(817)515-1227,Active
MBR-000603,Shirley,Baker,08/31/2023,Arlington,TX,749.0,shirley.baker622@gmail.com,(682)790-9577,Active
MBR-000604,Lisa,White,07/16/2012,Southlake,TX,788.0,,(817)397-5901,Inactive
MBR-000605,Angela,Williams,05/21/2020,White Settlement,TX,713.0,,(214)106-8542,Active
MBR-000606,GARY,Gonzalez,11/26/2011,Haltom City,TX,830.0,gary.gonzalez527@gmail.com,(972)226-8985,Inactive
MBR-000607,Jonathan,  Moore,06/09/2012,Euless,TX,618.0,jonathan.moore673@gmail.com,(682)243-6795,Active
MBR-000608,Rebecca,Mitchell,06/06/2017,Arlington,TX,580.0,rebecca.mitchell165@gmail.com,(972)781-5354,Active
MBR-000609,Stephanie,  Allen,09/21/2018,Weatherford,TX,537.0,stephanie.allen113@gmail.com,(817)229-3548,Active
MBR-000610,Mary,Ramirez,10/08/2020,Keller,TX,799.0,mary.ramirez289@gmail.com,(972)353-3498,Active
MBR-000611,Jason,Gonzalez,08/18/2020,Denton,TX,732.0,,(682)293-3436,Active
MBR-000612,Barbara,Brown,07/13/2018,Hurst,TX,675.0,barbara.brown538@yahoo.com,(682)327-6507,Closed
MBR-000613,Rebecca,Thomas,03/05/2017,Arlington,TX,702.0,rebecca.thomas187@yahoo.com,(817)776-6269,Active
MBR-000614,Joshua,Davis,03/04/2012,Fort Worth,TX,589.0,joshua.davis700@gmail.com,(682)439-6907,Active
MBR-000615,Deborah,Garcia,05/21/2012,Weatherford,TX,850.0,deborah.garcia645@gmail.com,(817)142-4120,Active
MBR-000616,Betty,Wright,06/12/2013,Arlington,TX,690.0,betty.wright131@yahoo.com,(214)998-6690,Inactive
MBR-000617,Nicholas,Johnson,09/29/2013,White Settlement,TX,688.0,nicholas.johnson281@gmail.com,(682)396-1744,Active
MBR-000618,Angela,  Jones,09/17/2013,Euless,TX,,angela.jones769@gmail.com,(972)510-5448,Active
MBR-000619,Nicholas,Rivera,10/11/2021,Burleson,TX,718.0,,(214)825-5399,Inactive
MBR-000620,Sarah,Moore,02/27/2011,Mansfield,TX,697.0,sarah.moore844@yahoo.com,(817)101-6692,Active
MBR-000621,Brandon,Jackson,04/13/2017,Arlington,TX,616.0,brandon.jackson641@gmail.com,(214)324-5582,Active
MBR-000622,Timothy,Adams,10/10/2015,White Settlement,TX,717.0,timothy.adams565@yahoo.com,(972)325-6312,Active
MBR-000623,Melissa,Martinez,09/29/2020,Dallas,TX,830.0,melissa.martinez508@yahoo.com,(682)935-3885,Active
MBR-000624,Ronald,Baker,08/20/2023,Cleburne,TX,787.0,ronald.baker72@yahoo.com,(972)351-8455,Active
MBR-000625,Timothy,Harris,06/19/2010,Denton,TX,807.0,timothy.harris847@yahoo.com,(817)235-5068,Active
MBR-000625,Timothy,Harris,06/19/2010,Denton,TX,807.0,timothy.harris847@yahoo.com,(817)235-5068,Active
MBR-000626,Anna,Mitchell,08/04/2017,Dallas,TX,639.0,anna.mitchell208@yahoo.com,(972)935-3672,Active
MBR-000627,Jennifer,  Miller,03/20/2022,Keller,TX,600.0,jennifer.miller106@gmail.com,(972)245-1019,Inactive
MBR-000628,Deborah,Baker,07/09/2012,North Richland Hills,TX,669.0,deborah.baker174@gmail.com,(682)204-5617,Active
MBR-000629,Daniel,Ramirez,11/24/2021,Southlake,TX,684.0,daniel.ramirez615@yahoo.com,(972)253-5940,Active
MBR-000630,Elizabeth,Smith,05/02/2013,Weatherford,TX,767.0,elizabeth.smith328@yahoo.com,(972)838-8838,Active
MBR-000631,Deborah,Thompson,02/28/2017,North Richland Hills,TX,544.0,deborah.thompson435@gmail.com,(972)716-6463,Active
MBR-000632,Jonathan,  Anderson,08/17/2018,Dallas,TX,802.0,jonathan.anderson595@gmail.com,N/A,Inactive
MBR-000633,Linda,Thompson,02/04/2018,Weatherford,TX,667.0,linda.thompson302@gmail.com,(972)348-4452,Active
MBR-000634,Jason,White,03/20/2011,Denton,TX,645.0,jason.white679@gmail.com,(972)957-3591,Active
MBR-000635,Nancy,Walker,02/21/2013,Haltom City,TX,599.0,,(972)521-6526,Active
MBR-000636,Daniel,Allen,08/06/2013,Fort Worth,TX,547.0,daniel.allen406@gmail.com,(972)667-5227,Active
MBR-000637,Thomas,Mitchell,10/02/2014,Bedford,TX,745.0,thomas.mitchell634@yahoo.com,(972)288-2264,Active
MBR-000638,Jason,Gonzalez,01/21/2016,Denton,TX,685.0,jason.gonzalez107@yahoo.com,(214)128-4924,Active
MBR-000639,John,Thomas,01/15/2016,Dallas,TX,576.0,,(972)146-1787,Active
MBR-000640,Ronald,Campbell,12/25/2017,Weatherford,TX,576.0,ronald.campbell720@gmail.com,(214)517-9250,Inactive
MBR-000641,Emily,Hernandez,05/26/2013,Euless,TX,653.0,emily.hernandez81@gmail.com,(817)835-4794,Active
MBR-000642,Nicole,Adams,09/26/2021,Southlake,TX,813.0,,(214)397-6903,Closed
MBR-000643,Nicole,Jones,06/02/2013,Benbrook,TX,659.0,nicole.jones643@gmail.com,(817)924-1244,Active
MBR-000644,Kenneth,Hernandez,08/18/2016,Granbury,TX,559.0,kenneth.hernandez70@yahoo.com,(214)461-2461,Active
MBR-000645,Sarah,Davis,10/04/2022,North Richland Hills,TX,660.0,sarah.davis41@yahoo.com,(214)510-7701,Active
MBR-000646,Edward,Allen,02/05/2020,Burleson,TX,658.0,edward.allen899@gmail.com,N/A,Active
MBR-000647,Stephanie,Jones,01/02/2015,Bedford,TX,464.0,stephanie.jones896@gmail.com,(817)457-8632,Closed
MBR-000648,Ronald,Roberts,09/19/2019,Cleburne,TX,675.0,ronald.roberts412@yahoo.com,(214)450-8967,Active
MBR-000649,Margaret,Lee,09/29/2022,Arlington,TX,661.0,margaret.lee616@gmail.com,(817)927-6922,Active
MBR-000650,Steven,Green,12/13/2013,Dallas,TX,735.0,steven.green146@yahoo.com,(972)183-5887,Active
MBR-000651,Jason,Perez,08/29/2016,Granbury,TX,827.0,jason.perez204@yahoo.com,(972)593-8790,Inactive
MBR-000652,BRENDA,Hill,06/15/2014,Dallas,TX,770.0,brenda.hill741@gmail.com,(682)431-6185,Active
MBR-000653,Dorothy,King,01/31/2010,Euless,TX,658.0,,(682)749-8361,Active
MBR-000654,SCOTT,Harris,11/06/2014,Grapevine,TX,591.0,scott.harris215@gmail.com,(817)479-6960,Active
MBR-000655,Edward,Thompson,11/25/2017,Watauga,TX,850.0,edward.thompson437@gmail.com,(214)216-3880,Active
MBR-000656,Sharon,  Green,05/09/2016,White Settlement,TX,684.0,sharon.green961@gmail.com,(817)189-2700,Active
MBR-000657,Jeffrey,Allen,01/14/2023,Arlington,TX,681.0,jeffrey.allen684@yahoo.com,(972)316-4651,Active
MBR-000658,Cynthia,Clark,06/18/2024,Bedford,TX,678.0,cynthia.clark8@gmail.com,(682)619-5646,Active
MBR-000659,Rebecca,Williams,05/08/2010,Fort Worth,TX,695.0,rebecca.williams158@gmail.com,(214)443-3792,Inactive
MBR-000660,Pamela,Ramirez,11/21/2012,Bedford,TX,668.0,pamela.ramirez746@yahoo.com,(214)629-3595,Inactive
MBR-000661,Dorothy,Scott,07/26/2013,Southlake,TX,634.0,,(817)547-1189,Active
MBR-000662,Thomas,Robinson,03/25/2024,Grapevine,TX,636.0,thomas.robinson192@yahoo.com,(682)404-4175,Active
MBR-000663,Charles,Green,07/09/2010,Benbrook,TX,677.0,charles.green888@yahoo.com,(972)710-3010,Inactive
MBR-000664,Ronald,Miller,01/05/2021,Fort Worth,TX,636.0,ronald.miller424@yahoo.com,(817)315-7879,Active
MBR-000664,Ronald,Miller,01/05/2021,Fort Worth,TX,636.0,ronald.miller424@yahoo.com,(817)315-7879,Active
MBR-000665,LARRY,Green,08/10/2023,Arlington,TX,622.0,larry.green121@gmail.com,(214)595-9953,Active
MBR-000666,Karen,Wilson,03/09/2018,Denton,TX,688.0,karen.wilson921@yahoo.com,(214)241-4600,Active
MBR-000667,Emily,Robinson,02/13/2021,Hurst,TX,659.0,emily.robinson525@gmail.com,(682)356-3833,Active
MBR-000668,Lisa,Wilson,12/10/2020,Hurst,TX,800.0,lisa.wilson905@gmail.com,(214)935-6222,Active
MBR-000669,Lisa,Williams,06/21/2021,Burleson,TX,467.0,lisa.williams601@gmail.com,(214)507-1490,Active
MBR-000670,Charles,Roberts,01/19/2017,Denton,TX,767.0,charles.roberts10@yahoo.com,(817)834-6388,Active
MBR-000671,Margaret,Miller,08/01/2022,Burleson,TX,779.0,margaret.miller734@gmail.com,(817)687-7909,Active
MBR-000672,Kimberly,  Clark,09/03/2012,Denton,TX,514.0,,(214)705-7272,Active
MBR-000672,Kimberly,  Clark,09/03/2012,Denton,TX,514.0,,(214)705-7272,Active
MBR-000673,Thomas,Sanchez,10/31/2010,Watauga,TX,652.0,thomas.sanchez941@gmail.com,(214)760-1266,Active
MBR-000674,Brenda,Roberts,01/09/2017,North Richland Hills,TX,650.0,brenda.roberts628@yahoo.com,(214)813-8447,Active
MBR-000675,Mary,Rodriguez,05/11/2012,Southlake,TX,567.0,mary.rodriguez883@gmail.com,(972)331-3788,Active
MBR-000675,Mary,Rodriguez,05/11/2012,Southlake,TX,567.0,mary.rodriguez883@gmail.com,(972)331-3788,Active
MBR-000676,Michael,Taylor,12/19/2010,Denton,TX,617.0,michael.taylor50@gmail.com,(817)370-6395,Active
MBR-000677,Kenneth,Martinez,02/07/2023,Hurst,TX,591.0,kenneth.martinez653@gmail.com,(817)634-9644,Active
